time(millisecond);datetime(utc);latitude;longitude;height_above_takeoff(meters);height_above_ground_at_drone_location(meters);ground_elevation_at_drone_location(meters);altitude_above_seaLevel(meters);height_sonar(meters);speed(km/h);distance(meters);satellites;gpslevel;voltage(v);max_altitude(meters);max_ascent(meters);max_speed(km/h);max_distance(meters); xSpeed(km/h); ySpeed(km/h); zSpeed(km/h); compass_heading(degrees); pitch(degrees); roll(degrees);isPhoto;isVideo;rc_elevator;rc_aileron;rc_throttle;rc_rudder;gimbal_heading(degrees);gimbal_pitch(degrees);battery_percent;voltageCell1;voltageCell2;voltageCell3;voltageCell4;voltageCell5;voltageCell6;current(A);battery_temperature(c);altitude(meters);ascent(meters);flycStateRaw;flycState;message
194200;25.08.2021 07:05;53,2076107;22,7729395;57,8;58,83;108,930495;167,760495;9,1;0;12,1471;17;5;10,777;193,360495;83,4;20,196;26,1723;0;0;0;72,60;1,1;-5,9;0;1;1024;1024;1024;1024;72,8;-29,6;76;3,606;3,557;3,614;0;0;0;0;;167,760495;57,8;6;P-GPS;
194300;25.08.2021 07:05;53,20761067;22,77293948;57,8;58,83;108,930495;167,760495;9,1;0;12,1461;17;5;10,78;193,360495;83,4;20,196;26,1723;0;0;0;72,70;0,9;-6;0;1;1024;1024;1024;1024;72,8;-29,6;76;3,606;3,558;3,616;0;0;0;0;;167,760495;57,8;6;P-GPS;
194400;25.08.2021 07:05;53,20761072;22,77293962;57,8;58,83;108,930495;167,760495;9,1;0;12,1428;17;5;10,78;193,360495;83,4;20,196;26,1723;0;0;0;72,80;0,8;-5,9;0;1;1024;1024;1024;1024;72,8;-29,6;76;3,606;3,558;3,616;0;0;0;0;;167,760495;57,8;6;P-GPS;
194500;25.08.2021 07:05;53,20761071;22,77293962;57,8;58,83;108,930495;167,760495;9,1;0;12,1422;17;5;10,78;193,360495;83,4;20,196;26,1723;0;0;0;72,80;0,8;-5,9;0;1;1024;1024;1024;1024;72,8;-29,6;76;3,606;3,558;3,616;0;0;0;0;;167,760495;57,8;6;P-GPS;
194600;25.08.2021 07:05;53,20761075;22,77293946;57,8;58,83;108,930495;167,760495;9,1;0;12,1531;17;5;10,78;193,360495;83,4;20,196;26,1723;0;0;0;72,70;1;-5,7;0;1;1024;1024;1024;1024;72,7;-29,6;76;3,606;3,558;3,616;0;0;0;0;;167,760495;57,8;6;P-GPS;
194700;25.08.2021 07:05;53,20761074;22,77293944;57,8;58,83;108,930495;167,760495;9,1;0;12,1537;17;5;10,78;193,360495;83,4;20,196;26,1723;0;0;0;72,70;0,9;-5,7;0;1;1024;1024;1024;1024;72,8;-29,6;76;3,606;3,558;3,616;0;0;0;0;;167,760495;57,8;6;P-GPS;
194800;25.08.2021 07:05;53,20761076;22,77293931;57,8;58,83;108,930495;167,760495;9,1;0;12,1615;17;5;10,78;193,360495;83,4;20,196;26,1723;0;0;0;72,70;0,5;-5,9;0;1;1024;1024;463;1024;72,8;-29,6;76;3,606;3,558;3,616;0;0;0;0;;167,760495;57,8;6;P-GPS;
194900;25.08.2021 07:05;53,20761076;22,77293926;57,8;58,83;108,930495;167,760495;9,1;0;12,163;17;5;10,78;193,360495;83,4;20,196;26,1723;0;0;0;72,80;0,4;-5,8;0;1;1024;1024;371;1024;72,8;-29,6;76;3,606;3,558;3,616;0;0;0;0;;167,760495;57,8;6;P-GPS;
195000;25.08.2021 07:05;53,2076106;22,7729393;57,8;58,83;108,930495;167,760495;9,1;0;12,1491;17;5;10,78;193,360495;83,4;20,196;26,1723;0;0;0;72,60;0,3;-6,6;0;1;1024;1024;364;1024;72,7;-29,6;76;3,606;3,558;3,616;0;0;0;0;;167,760495;57,8;6;P-GPS;
195100;25.08.2021 07:05;53,20761058;22,77293927;57,8;58,83;108,930495;167,760495;9,1;0;12,1487;17;5;10,78;193,360495;83,4;20,196;26,1723;0;0;1,08;72,50;0,6;-7,5;0;1;1024;1024;364;1024;72,8;-29,6;76;3,606;3,558;3,616;0;0;0;0;;167,760495;57,8;6;P-GPS;
195200;25.08.2021 07:05;53,20761046;22,77293919;57,7;58,72;108,940495;167,660495;9,1;0;12,1435;17;5;10,78;193,360495;83,4;20,196;26,1723;0;0;2,52;72,50;0,2;-6,8;0;1;1024;1024;364;1024;72,7;-29,6;76;3,606;3,558;3,616;0;0;0;0;;167,660495;57,7;6;P-GPS;
195300;25.08.2021 07:05;53,20761044;22,77293916;57,6;58,62;108,940495;167,560495;9,1;0;12,1429;17;5;10,789;193,360495;83,4;20,196;26,1723;0;0;3,6;72,50;0;-5,5;0;1;1024;1024;364;1024;72,7;-29,6;76;3,609;3,561;3,619;0;0;0;0;;167,560495;57,6;6;P-GPS;
195400;25.08.2021 07:05;53,20761035;22,77293913;57,5;58,52;108,940495;167,460495;9,1;0;12,1375;17;5;10,789;193,360495;83,4;20,196;26,1723;0;0;4,32;72,50;0;-4,8;0;1;1024;1024;364;1024;72,8;-29,6;76;3,609;3,561;3,619;0;0;0;0;;167,460495;57,5;6;P-GPS;
195500;25.08.2021 07:05;53,2076103;22,77293913;57,3;58,32;108,940495;167,260495;9,1;0;12,1336;17;5;10,789;193,360495;83,4;20,196;26,1723;0;0;5,04;72,60;0,3;-5,4;0;1;1024;1024;364;1024;72,8;-29,6;76;3,609;3,561;3,619;0;0;0;0;;167,260495;57,3;6;P-GPS;
195600;25.08.2021 07:05;53,2076102;22,77293925;57,2;58,22;108,940495;167,160495;9,1;0;12,1199;17;5;10,789;193,360495;83,4;20,196;26,1723;0;0;5,4;72,70;0,7;-6,1;0;1;1024;1024;364;1024;72,8;-29,6;76;3,609;3,561;3,619;0;0;0;0;;167,160495;57,2;6;P-GPS;
195700;25.08.2021 07:05;53,20761013;22,77293927;57;58,02;108,940495;166,960495;9,1;0;12,1144;17;5;10,789;193,360495;83,4;20,196;26,1723;0;0;5,4;72,70;0,5;-6,6;0;1;1024;1024;364;1024;72,8;-29,6;76;3,609;3,561;3,619;0;0;0;0;;166,960495;57;6;P-GPS;
195800;25.08.2021 07:05;53,20761018;22,77293931;56,9;57,92;108,940495;166,860495;9,1;0;12,1159;17;5;10,789;193,360495;83,4;20,196;26,1723;0;0;5,4;72,80;0,4;-6;0;1;1024;1024;366;1024;72,8;-29,6;76;3,609;3,561;3,619;0;0;0;0;;166,860495;56,9;6;P-GPS;
195900;25.08.2021 07:05;53,20761014;22,77293932;56,7;57,72;108,940495;166,660495;9,1;0;12,1123;17;5;10,789;193,360495;83,4;20,196;26,1723;0;0;5,4;72,70;0,5;-5,9;0;1;1024;1024;368;1024;72,8;-29,6;76;3,609;3,561;3,619;0;0;0;0;;166,660495;56,7;6;P-GPS;
196000;25.08.2021 07:05;53,2076101;22,77293925;56,6;57,62;108,940495;166,560495;9,1;0;12,1128;17;5;10,789;193,360495;83,4;20,196;26,1723;0;0;5,4;72,60;1,1;-5,2;0;1;1024;1024;371;1024;72,8;-29,6;76;3,609;3,561;3,619;0;0;0;0;;166,560495;56,6;6;P-GPS;
196100;25.08.2021 07:05;53,20761006;22,77293925;56,4;57,42;108,940495;166,360495;9,1;0;12,1094;17;5;10,789;193,360495;83,4;20,196;26,1723;0;0;5,4;72,70;1,1;-5;0;1;1024;1024;371;1024;72,8;-29,6;76;3,609;3,561;3,619;0;0;0;0;;166,360495;56,4;6;P-GPS;
196200;25.08.2021 07:05;53,20760983;22,77293937;56,3;57,32;108,940495;166,260495;9,1;0;12,086;17;5;10,789;193,360495;83,4;20,196;26,1723;0;0;5,04;72,80;0,7;-5,7;0;1;1024;1024;374;1024;72,7;-29,6;76;3,609;3,561;3,619;0;0;0;0;;166,260495;56,3;6;P-GPS;
196300;25.08.2021 07:05;53,20760974;22,77293936;56,1;57,12;108,940495;166,060495;9,1;0;12,0797;17;5;10,882;193,360495;83,4;20,196;26,1723;0;0;5,04;72,80;0,2;-5,9;0;1;1024;1024;376;1024;72,8;-29,6;76;3,641;3,596;3,645;0;0;0;0;;166,060495;56,1;6;P-GPS;
196400;25.08.2021 07:05;53,20760981;22,77293962;56;57,02;108,940495;165,960495;9,1;0;12,0729;17;5;10,882;193,360495;83,4;20,196;26,1723;0;0;5,04;72,70;0,8;-6;0;1;1024;1024;375;1024;72,8;-29,6;76;3,641;3,596;3,645;0;0;0;0;;165,960495;56;6;P-GPS;
196500;25.08.2021 07:05;53,20760974;22,77293963;55,9;56,92;108,940495;165,860495;9,1;0;12,067;17;5;10,882;193,360495;83,4;20,196;26,1723;0;0;5,04;72,80;0,9;-5,6;0;1;1024;1024;376;1024;72,7;-29,6;76;3,641;3,596;3,645;0;0;0;0;;165,860495;55,9;6;P-GPS;
196600;25.08.2021 07:05;53,20760971;22,77293924;55,7;56,72;108,940495;165,660495;9,1;0;12,0824;17;5;10,882;193,360495;83,4;20,196;26,1723;0;0;5,04;72,70;0,8;-5,4;0;1;1024;1024;376;1024;72,8;-29,6;76;3,641;3,596;3,645;0;0;0;0;;165,660495;55,7;6;P-GPS;
196700;25.08.2021 07:05;53,20760963;22,7729392;55,6;56,62;108,940495;165,560495;9,1;0;12,0783;17;5;10,882;193,360495;83,4;20,196;26,1723;0;0;5,04;72,70;0,9;-5,4;0;1;1024;1024;378;1024;72,8;-29,6;76;3,641;3,596;3,645;0;0;0;0;;165,560495;55,6;6;P-GPS;
196800;25.08.2021 07:05;53,20760944;22,77293904;55,5;56,51;108,950495;165,460495;9,1;0;12,0713;17;5;10,882;193,360495;83,4;20,196;26,1723;0;0;5,04;72,80;0,3;-5,9;0;1;1024;1024;376;1024;72,8;-29,6;76;3,641;3,596;3,645;0;0;0;0;;165,460495;55,5;6;P-GPS;
196900;25.08.2021 07:05;53,20760934;22,77293898;55,3;56,31;108,950495;165,260495;9,1;0;12,0671;17;5;10,882;193,360495;83,4;20,196;26,1723;0;0;5,04;72,80;-0,2;-5,8;0;1;1024;1024;373;1024;72,8;-29,6;76;3,641;3,596;3,645;0;0;0;0;;165,260495;55,3;6;P-GPS;
197000;25.08.2021 07:05;53,20760919;22,77293907;55,2;56,21;108,950495;165,160495;9,1;0;12,0513;17;5;10,882;193,360495;83,4;20,196;26,1723;0;0;5,04;72,80;-0,1;-6;0;1;1024;1024;372;1024;72,7;-29,6;76;3,641;3,596;3,645;0;0;0;0;;165,160495;55,2;6;P-GPS;
197100;25.08.2021 07:05;53,2076091;22,77293904;55,1;56,11;108,950495;165,060495;9,1;0;12,0454;17;5;10,882;193,360495;83,4;20,196;26,1723;0;0;5,04;72,80;-0,4;-6,4;0;1;1024;1024;373;1024;72,7;-29,6;76;3,641;3,596;3,645;0;0;0;0;;165,060495;55,1;6;P-GPS;
197200;25.08.2021 07:05;53,20760885;22,77293918;54,9;55,91;108,950495;164,860495;9,1;0;12,0198;17;5;10,882;193,360495;83,4;20,196;26,1723;0;0;5,04;72,80;-0,1;-6,8;0;1;1024;1024;373;1024;72,8;-29,6;76;3,641;3,596;3,645;0;0;0;0;;164,860495;54,9;6;P-GPS;
197300;25.08.2021 07:05;53,20760877;22,77293919;54,8;55,81;108,950495;164,760495;9,1;0;12,0128;17;5;10,818;193,360495;83,4;20,196;26,1723;0;0;5,04;72,70;0,1;-6,7;0;1;1024;1024;376;1024;72,8;-29,6;76;3,618;3,573;3,627;0;0;0;0;;164,760495;54,8;6;P-GPS;
197400;25.08.2021 07:05;53,20760857;22,77293914;54,6;55,61;108,950495;164,560495;9,1;0;11,9997;17;5;10,818;193,360495;83,4;20,196;26,1723;0;0;5,04;72,70;0,1;-6,7;0;1;1024;1024;376;1024;72,8;-29,6;76;3,618;3,573;3,627;0;0;0;0;;164,560495;54,6;6;P-GPS;
197500;25.08.2021 07:05;53,20760849;22,77293915;54,5;55,51;108,950495;164,460495;9,1;0;11,9933;17;5;10,818;193,360495;83,4;20,196;26,1723;0;0;5,04;72,80;0,1;-6,6;0;1;1024;1024;377;1024;72,7;-29,6;76;3,618;3,573;3,627;0;0;0;0;;164,460495;54,5;6;P-GPS;
197600;25.08.2021 07:05;53,20760862;22,77293933;54,3;55,31;108,950495;164,260495;9,1;0;11,9944;16;5;10,818;193,360495;83,4;20,196;26,1723;0;0;5,04;72,70;0,2;-6,4;0;1;1024;1024;377;1024;72,8;-29,6;76;3,618;3,573;3,627;0;0;0;0;;164,260495;54,3;6;P-GPS;
197700;25.08.2021 07:05;53,20760857;22,77293935;54,2;55,21;108,950495;164,160495;9,1;0;11,9899;16;5;10,818;193,360495;83,4;20,196;26,1723;0;0;5,04;72,70;0,3;-6,4;0;1;1024;1024;377;1024;72,7;-29,6;76;3,618;3,573;3,627;0;0;0;0;;164,160495;54,2;6;P-GPS;
197800;25.08.2021 07:05;53,20760876;22,77293931;54;55,01;108,950495;163,960495;9,1;0;12,0062;16;5;10,818;193,360495;83,4;20,196;26,1723;0;0;5,04;72,70;0,1;-6,1;0;1;1024;1024;378;1024;72,8;-29,6;76;3,618;3,573;3,627;0;0;0;0;;163,960495;54;6;P-GPS;
197900;25.08.2021 07:05;53,20760874;22,77293933;53,9;54,91;108,950495;163,860495;9,1;0;12,0042;16;5;10,818;193,360495;83,4;20,196;26,1723;0;0;5,04;72,70;0,2;-6;0;1;1024;1024;377;1024;72,8;-29,6;76;3,618;3,573;3,627;0;0;0;0;;163,860495;53,9;6;P-GPS;
198000;25.08.2021 07:05;53,20760869;22,77293914;53,8;54,81;108,950495;163,760495;9,1;0;12,0096;17;5;10,818;193,360495;83,4;20,196;26,1723;0;0;5,04;72,70;0,3;-6,1;0;1;1024;1024;377;1024;72,7;-29,6;76;3,618;3,573;3,627;0;0;0;0;;163,760495;53,8;6;P-GPS;
198100;25.08.2021 07:05;53,20760868;22,77293914;53,6;54,61;108,950495;163,560495;9,1;0;12,0089;17;5;10,818;193,360495;83,4;20,196;26,1723;0;0;5,04;72,70;0,8;-5,7;0;1;1024;1024;377;1024;72,8;-29,6;76;3,618;3,573;3,627;0;0;0;0;;163,560495;53,6;6;P-GPS;
198200;25.08.2021 07:05;53,20760828;22,77293945;53,5;54,51;108,950495;163,460495;9,1;0;11,963;16;5;10,818;193,360495;83,4;20,196;26,1723;0;0;5,04;72,70;0,3;-6,2;0;1;1024;1024;377;1024;72,8;-29,6;76;3,618;3,573;3,627;0;0;0;0;;163,460495;53,5;6;P-GPS;
198300;25.08.2021 07:05;53,20760824;22,77293947;53,3;54,31;108,950495;163,260495;9,1;0;11,959;16;5;10,816;193,360495;83,4;20,196;26,1723;0;0;5,04;72,80;-0,7;-6,8;0;1;1024;1024;377;1024;72,8;-29,6;76;3,619;3,57;3,627;0;0;0;0;;163,260495;53,3;6;P-GPS;
198400;25.08.2021 07:05;53,20760821;22,77293927;53,2;54,21;108,950495;163,160495;9,1;0;11,9664;17;5;10,816;193,360495;83,4;20,196;26,1723;0;0;5,04;72,80;-0,5;-6,7;0;1;1024;1024;377;1024;72,8;-29,6;76;3,619;3,57;3,627;0;0;0;0;;163,160495;53,2;6;P-GPS;
198500;25.08.2021 07:05;53,20760821;22,77293932;53;54,01;108,950495;162,960495;9,1;0;11,9642;17;5;10,816;193,360495;83,4;20,196;26,1723;0;0;5,04;72,80;-0,6;-6,4;0;1;1024;1024;376;1024;72,7;-29,6;76;3,619;3,57;3,627;0;0;0;0;;162,960495;53;6;P-GPS;
198600;25.08.2021 07:05;53,20760837;22,77293953;52,9;53,9;108,960495;162,860495;9,1;0;11,9663;16;5;10,816;193,360495;83,4;20,196;26,1723;0;0;5,04;72,80;-0,2;-5,9;0;1;1024;1024;375;1024;72,8;-29,6;76;3,619;3,57;3,627;0;0;0;0;;162,860495;52,9;6;P-GPS;
198700;25.08.2021 07:05;53,20760841;22,77293964;52,8;53,8;108,960495;162,760495;9,1;0;11,9638;16;5;10,816;193,360495;83,4;20,196;26,1723;0;0;5,04;72,70;0,7;-5,8;0;1;1024;1024;376;1024;72,8;-29,6;76;3,619;3,57;3,627;0;0;0;0;;162,760495;52,8;6;P-GPS;
198800;25.08.2021 07:05;53,20760866;22,77293999;52,6;53,61;108,950495;162,560495;9,1;0;11,9656;17;5;10,816;193,360495;83,4;20,196;26,1723;0;0;5,04;72,60;1,6;-5,7;0;1;1024;1024;376;1024;72,8;-29,6;76;3,619;3,57;3,627;0;0;0;0;;162,560495;52,6;6;P-GPS;
198900;25.08.2021 07:05;53,20760871;22,7729401;52,5;53,51;108,950495;162,460495;9,1;0;11,9644;17;5;10,816;193,360495;83,4;20,196;26,1723;0;0;5,04;72,60;1,9;-5,6;0;1;1024;1024;376;1024;72,8;-29,6;76;3,619;3,57;3,627;0;0;0;0;;162,460495;52,5;6;P-GPS;
199000;25.08.2021 07:05;53,20760863;22,7729402;52,3;53,31;108,950495;162,260495;9,1;0;11,9535;17;5;10,816;193,360495;83,4;20,196;26,1723;0;0;5,04;72,60;1,4;-6;0;1;1024;1024;376;1024;72,7;-29,6;76;3,619;3,57;3,627;0;0;0;0;;162,260495;52,3;6;P-GPS;
199100;25.08.2021 07:05;53,20760865;22,77294026;52,2;53,21;108,950495;162,160495;9,1;0;11,9528;17;5;10,816;193,360495;83,4;20,196;26,1723;0;0;5,04;72,60;0,8;-5,9;0;1;1024;1024;376;1024;72,8;-29,6;76;3,619;3,57;3,627;0;0;0;0;;162,160495;52,2;6;P-GPS;
199200;25.08.2021 07:05;53,20760853;22,77294004;52;53,01;108,950495;161,960495;9,1;0;11,9539;17;5;10,816;193,360495;83,4;20,196;26,1723;0;0;5,04;72,60;0,7;-6;0;1;1024;1024;376;1024;72,8;-29,6;76;3,619;3,57;3,627;0;0;0;0;;161,960495;52;6;P-GPS;
199300;25.08.2021 07:05;53,20760854;22,77294006;51,9;52,91;108,950495;161,860495;9,1;0;11,9533;17;5;10,819;193,360495;83,4;20,196;26,1723;0;0;5,04;72,70;1,1;-6;0;1;1024;1024;376;1024;72,8;-29,6;76;3,619;3,573;3,627;0;0;0;0;;161,860495;51,9;6;P-GPS;
199400;25.08.2021 07:05;53,20760847;22,77294002;51,8;52,8;108,960495;161,760495;9,1;0;11,9502;16;5;10,819;193,360495;83,4;20,196;26,1723;0;0;5,04;72,70;0,6;-6,1;0;1;1024;1024;376;1024;72,8;-29,6;76;3,619;3,573;3,627;0;0;0;0;;161,760495;51,8;6;P-GPS;
199500;25.08.2021 07:05;53,20760848;22,77294004;51,6;52,6;108,960495;161,560495;9,1;0;11,9496;16;5;10,819;193,360495;83,4;20,196;26,1723;0;0;5,04;72,80;0,4;-6;0;1;1024;1024;376;1024;72,7;-29,6;76;3,619;3,573;3,627;0;0;0;0;;161,560495;51,6;6;P-GPS;
199600;25.08.2021 07:05;53,20760845;22,77293998;51,5;52,5;108,960495;161,460495;9,1;0;11,9507;17;5;10,819;193,360495;83,4;20,196;26,1723;0;0;5,04;72,80;0,3;-6,2;0;1;1024;1024;376;1024;72,7;-29,6;76;3,619;3,573;3,627;0;0;0;0;;161,460495;51,5;6;P-GPS;
199700;25.08.2021 07:05;53,20760845;22,77293999;51,3;52,3;108,960495;161,260495;9,1;0;11,9497;17;5;10,819;193,360495;83,4;20,196;26,1723;0;0;5,04;72,80;0,2;-6,5;0;1;1024;1024;376;1024;72,8;-29,6;76;3,619;3,573;3,627;0;0;0;0;;161,260495;51,3;6;P-GPS;
199800;25.08.2021 07:05;53,2076086;22,77294013;51,2;52,21;108,950495;161,160495;9,1;0;11,9552;17;5;10,819;193,360495;83,4;20,196;26,1723;0;0;5,04;72,80;0,5;-6,2;0;1;1024;1024;376;1024;72,7;-29,6;76;3,619;3,573;3,627;0;0;0;0;;161,160495;51,2;6;P-GPS;
199900;25.08.2021 07:05;53,20760862;22,77294015;51;52,01;108,950495;160,960495;9,1;0;11,955;17;5;10,819;193,360495;83,4;20,196;26,1723;0;0;5,04;72,80;0,3;-6,4;0;1;1024;1024;376;1024;72,8;-29,6;76;3,619;3,573;3,627;0;0;0;0;;160,960495;51;6;P-GPS;
200000;25.08.2021 07:05;53,20760876;22,77294012;50,9;51,91;108,950495;160,860495;9,1;0;11,9679;17;5;10,819;193,360495;83,4;20,196;26,1723;0;0;5,04;72,70;0,6;-6,2;0;1;1024;1024;376;1024;72,8;-29,6;76;3,619;3,573;3,627;0;0;0;0;;160,860495;50,9;6;P-GPS;
200100;25.08.2021 07:05;53,2076088;22,77294013;50,8;51,81;108,950495;160,760495;9,1;0;11,9697;17;5;10,819;193,360495;83,4;20,196;26,1723;0;0;5,04;72,70;0,6;-6;0;1;1024;1024;376;1024;72,8;-29,6;76;3,619;3,573;3,627;0;0;0;0;;160,760495;50,8;6;P-GPS;
200200;25.08.2021 07:05;53,20760877;22,7729404;50,6;51,61;108,950495;160,560495;9,1;0;11,9546;17;5;10,819;193,360495;83,4;20,196;26,1723;0;0;5,04;72,80;0,6;-5,9;0;1;1024;1024;376;1024;72,8;-29,6;76;3,619;3,573;3,627;0;0;0;0;;160,560495;50,6;6;P-GPS;
200300;25.08.2021 07:05;53,20760881;22,77294045;50,5;51,51;108,950495;160,460495;9,1;0;11,9554;17;5;10,817;193,360495;83,4;20,196;26,1723;0;0;5,04;72,70;1;-5,3;0;1;1024;1024;375;1024;72,8;-29,6;76;3,622;3,571;3,624;0;0;0;0;;160,460495;50,5;6;P-GPS;
200400;25.08.2021 07:05;53,20760862;22,77294021;50,3;51,31;108,950495;160,260495;9,1;0;11,9527;17;5;10,817;193,360495;83,4;20,196;26,1723;0;0;5,04;72,70;0,8;-5,4;0;1;1024;1024;375;1024;72,8;-29,6;76;3,622;3,571;3,624;0;0;0;0;;160,260495;50,3;6;P-GPS;
200500;25.08.2021 07:05;53,20760863;22,7729402;50,2;51,21;108,950495;160,160495;9,1;0;11,9535;17;5;10,817;193,360495;83,4;20,196;26,1723;0;0;5,04;72,70;0,6;-5;0;1;1024;1024;375;1024;72,8;-29,6;76;3,622;3,571;3,624;0;0;0;0;;160,160495;50,2;6;P-GPS;
200600;25.08.2021 07:05;53,20760858;22,77294044;50;51,01;108,950495;159,960495;9,1;0;11,9378;17;5;10,817;193,360495;83,4;20,196;26,1723;0;0;5,04;72,80;0,4;-5,4;0;1;1024;1024;375;1024;72,8;-29,6;76;3,622;3,571;3,624;0;0;0;0;;159,960495;50;6;P-GPS;
200700;25.08.2021 07:05;53,20760856;22,77294045;49,9;50,91;108,950495;159,860495;9,1;0;11,9361;17;5;10,817;193,360495;83,4;20,196;26,1723;0;0;5,04;72,80;0,5;-6;0;1;1024;1024;375;1024;72,8;-29,6;76;3,622;3,571;3,624;0;0;0;0;;159,860495;49,9;6;P-GPS;
200800;25.08.2021 07:05;53,20760881;22,77294019;49,7;50,71;108,950495;159,660495;9,1;0;11,9683;17;5;10,817;193,360495;83,4;20,196;26,1723;0;0;5,04;72,80;0;-6,3;0;1;1024;1024;376;1024;72,7;-29,6;76;3,622;3,571;3,624;0;0;0;0;;159,660495;49,7;6;P-GPS;
200900;25.08.2021 07:05;53,20760883;22,77294016;49,6;50,61;108,950495;159,560495;9,1;0;11,971;17;5;10,817;193,360495;83,4;20,196;26,1723;0;0;5,04;72,90;0,1;-5,4;0;1;1024;1024;376;1024;72,8;-29,6;76;3,622;3,571;3,624;0;0;0;0;;159,560495;49,6;6;P-GPS;
201000;25.08.2021 07:05;53,20760881;22,77294017;49,4;50,41;108,950495;159,360495;9,1;0;11,9691;17;5;10,817;193,360495;83,4;20,196;26,1723;0;0;5,04;72,90;0,2;-4,8;0;1;1024;1024;479;1024;72,8;-29,6;76;3,622;3,571;3,624;0;0;0;0;;159,360495;49,4;6;P-GPS;
201100;25.08.2021 07:05;53,20760885;22,77294016;49,3;50,31;108,950495;159,260495;9,1;0;11,9723;17;5;10,817;193,360495;83,4;20,196;26,1723;0;0;5,04;72,90;0,2;-4,7;0;1;1024;1024;479;1024;72,8;-29,6;76;3,622;3,571;3,624;0;0;0;0;;159,260495;49,3;6;P-GPS;
201200;25.08.2021 07:05;53,20760904;22,7729399;49,1;50,11;108,950495;159,060495;9,1;0;11,9998;17;5;10,817;193,360495;83,4;20,196;26,1723;0;0;5,04;72,70;0,8;-3,7;0;1;1024;1024;441;1024;72,7;-29,6;76;3,622;3,571;3,624;0;0;0;0;;159,060495;49,1;6;P-GPS;
201300;25.08.2021 07:05;53,20760909;22,77293988;49;50,01;108,950495;158,960495;9,1;0;12,0048;17;5;10,824;193,360495;83,4;20,196;26,1723;0;0;5,04;72,70;1,2;-3,1;0;1;1024;1024;444;1024;72,8;-29,6;76;3,622;3,573;3,629;0;0;0;0;;158,960495;49;6;P-GPS;
201400;25.08.2021 07:05;53,20760901;22,77293984;48,8;49,81;108,950495;158,760495;9,1;0;12,0007;17;5;10,824;193,360495;83,4;20,196;26,1723;0;0;4,68;72,70;0,6;-4,6;0;1;1024;1024;447;1024;72,8;-29,6;76;3,622;3,573;3,629;0;0;0;0;;158,760495;48,8;6;P-GPS;
201500;25.08.2021 07:05;53,20760904;22,77293982;48,7;49,71;108,950495;158,660495;9,1;0;12,0033;17;5;10,824;193,360495;83,4;20,196;26,1723;0;0;4,68;72,80;-0,3;-5;0;1;1024;1024;447;1024;72,8;-29,6;76;3,622;3,573;3,629;0;0;0;0;;158,660495;48,7;6;P-GPS;
201600;25.08.2021 07:05;53,20760908;22,77293974;48,5;49,51;108,950495;158,460495;9,1;0;12,0106;17;5;10,824;193,360495;83,4;20,196;26,1723;0;0;4,68;72,80;0;-5,5;0;1;1024;1024;448;1024;72,8;-29,6;76;3,622;3,573;3,629;0;0;0;0;;158,460495;48,5;6;P-GPS;
201700;25.08.2021 07:05;53,20760914;22,77293974;48,4;49,41;108,950495;158,360495;9,1;0;12,0155;17;5;10,824;193,360495;83,4;20,196;26,1723;0;0;4,32;72,80;0,7;-5,3;0;1;1024;1024;448;1024;72,8;-29,6;76;3,622;3,573;3,629;0;0;0;0;;158,360495;48,4;6;P-GPS;
201800;25.08.2021 07:05;53,20760912;22,7729398;48,3;49,31;108,950495;158,260495;9,1;0,36;12,0106;17;5;10,824;193,360495;83,4;20,196;26,1723;0,36;0;4,32;72,80;0,4;-5;0;1;1024;1024;448;1024;72,8;-29,6;76;3,622;3,573;3,629;0;0;0;0;;158,260495;48,3;6;P-GPS;
201900;25.08.2021 07:05;53,2076092;22,7729398;48,2;49,21;108,950495;158,160495;9,1;0,36;12,017;17;5;10,824;193,360495;83,4;20,196;26,1723;0,36;0;4,32;72,80;0,1;-5,2;0;1;1024;1024;449;1024;72,8;-29,6;76;3,622;3,573;3,629;0;0;0;0;;158,160495;48,2;6;P-GPS;
202000;25.08.2021 07:05;53,20760939;22,77293984;48;49,01;108,950495;157,960495;9,1;0,36;12,0295;17;5;10,824;193,360495;83,4;20,196;26,1723;0,36;0;4,32;72,90;0,5;-4,5;0;1;1024;1024;457;1024;72,8;-29,6;76;3,622;3,573;3,629;0;0;0;0;;157,960495;48;6;P-GPS;
202100;25.08.2021 07:05;53,20760951;22,77293985;47,9;48,92;108,940495;157,860495;9,1;0,36;12,0382;17;5;10,824;193,360495;83,4;20,196;26,1723;0,36;0;4,32;72,80;1,2;-3,9;0;1;1024;1024;475;1024;72,8;-29,6;76;3,622;3,573;3,629;0;0;0;0;;157,860495;47,9;6;P-GPS;
202200;25.08.2021 07:05;53,20760957;22,77294017;47,8;48,82;108,940495;157,760495;9,1;0,36;12,0274;17;5;10,824;193,360495;83,4;20,196;26,1723;0,36;0;4,32;72,80;1,4;-3,7;0;1;1024;1024;719;1024;72,8;-29,6;76;3,622;3,573;3,629;0;0;0;0;;157,760495;47,8;6;P-GPS;
202300;25.08.2021 07:05;53,20760968;22,77294019;47,7;48,72;108,940495;157,660495;9,1;0,36;12,0356;17;5;10,824;193,360495;83,4;20,196;26,1723;0,36;0;4,32;72,80;1,5;-3,3;0;1;1024;1024;738;1024;72,8;-29,6;76;3,622;3,573;3,629;0;0;0;0;;157,660495;47,7;6;P-GPS;
